N,D,topology,trial,M,steps,rho_D_final,mm_ratio,mm_se,mm_dimension,dist_to_gamma4,eta,alignment_mean,alignment_se
256,4,4d_lattice_n4,4,247,35,0.96484375,0.23225260503086215,0.014282587108406937,4,0.031252605030862135,1.6151589169273985,0.35993581518359635,0.006806759976027736
1296,4,4d_lattice_n6,0,1232,36,0.9506172839506173,0.15663816767699873,0.005870626104970278,5,0.04436183232300128,1.2997355121151952,0.018709037363439117,0.008016594650885205
1296,4,4d_lattice_n6,1,1244,34,0.9598765432098766,0.14971066523850432,0.005810042894879106,5,0.05128933476149569,1.1173427215142648,0.0805388118950285,0.007460778805447391
1296,4,4d_lattice_n6,2,1235,32,0.9529320987654321,0.1392605320695896,0.005698142862182608,5,0.06173946793041041,1.6321937017789292,0.04675814652414619,0.007631328109715965
1296,4,4d_lattice_n6,3,1234,35,0.9521604938271605,0.13487840452173502,0.005663305592137786,5,0.06612159547826499,1.6374353393261247,0.0782351555840288,0.007899736647657328
1296,4,4d_lattice_n6,4,1245,36,0.9606481481481481,0.15924799229081008,0.0059095406479828146,5,0.04175200770918994,1.5279239487222966,0.06004179045108292,0.008006369637746168
4096,4,4d_lattice_n8,0,3892,36,0.9501953125,0.09601749922102136,0.002811555951900368,5,0.10498250077897865,1.7066883376843307,0.02180876971262831,0.007231525691749914
4096,4,4d_lattice_n8,1,3892,36,0.9501953125,0.09249229895894383,0.0027735987563571236,5,0.10850770104105618,1.4692122028987598,0.03729869243662776,0.007296524523544053
4096,4,4d_lattice_n8,2,3917,36,0.956298828125,0.08802061263065453,0.002721570367960782,5,0.11297938736934549,1.6033101980566555,0.02456328388458956,0.00732711496206954
4096,4,4d_lattice_n8,3,3897,40,0.951416015625,0.10667854260247728,0.0029191799916582248,5,0.09432145739752273,1.5103029917574564,0.011245404045189929,0.00731869693600319
4096,4,4d_lattice_n8,4,3925,35,0.958251953125,0.0815342553415649,0.0026398515641265783,5,0.11946574465843511,1.3725498054614063,0.04739848527049768,0.0073312596449734285
10000,4,4d_lattice_n10,0,9561,36,0.9561,0.056394951336274916,0.0014442657228768304,5,0.1446050486637251,1.4851282495420073,-0.0011819730155657388,0.007114292856637684
10000,4,4d_lattice_n10,1,9515,36,0.9515,0.05631553686212205,0.00144276165198874,5,0.14468446313787797,1.0824862625275895,0.01062606463287876,0.007206350412844335
10000,4,4d_lattice_n10,2,9502,36,0.9502,0.05551029049828779,0.00143527918512189,5,0.14548970950171222,1.3846411145533826,0.023911840413752772,0.00713626284142086
10000,4,4d_lattice_n10,3,9514,35,0.9514,0.05223020137849879,0.0013971668884222427,5,0.14876979862150122,1.389145771793992,0.02544724004710543,0.007102537721660378
10000,4,4d_lattice_n10,4,9509,35,0.9509,0.04941656282031585,0.0013636041613112686,5,0.15158343717968417,1.6172650756659168,0.007510574791786582,0.007181008224598813
